Title,Description,Author,Rating,Num Ratings,Price,Language,Length,Cover Image,URL
Bonds of Hercules,"Villains of Lore, Book 2","By:
                                    Jasmine Mas",0 out of 5 stars,"By:
                                    Jasmine Mas","Regular price: 

                    $25.19
                

                    or 1 credit","Language:
                                      English",13 hrs and 45 mins,https://m.media-amazon.com/images/I/513z-DsHNsL._SL500_.jpg,https://www.audible.com/pd/Bonds-of-Hercules-Audiobook/B0DH8Z36K9?qid=1746635684&sr=1-139&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_39
Of Empires and Dust,"The Bound and The Broken, Book 4","By:
                                    Ryan Cahill",0 out of 5 stars,"By:
                                    Ryan Cahill","Regular price: 

                    $54.99
                

                    or 1 credit","Language:
                                      English",52 hrs and 13 mins,https://m.media-amazon.com/images/I/61em+CDfrqL._SL500_.jpg,https://www.audible.com/pd/Of-Empires-and-Dust-Audiobook/B0F2GCG1V2?qid=1746635684&sr=1-140&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_40
Moonclad,"A Progression Fantasy Epic (Keiran: The Eternal Mage, Book 5)","By:
                                    D.E. Sherman",5 out of 5 stars,"By:
                                    D.E. Sherman","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",16 hrs and 2 mins,https://m.media-amazon.com/images/I/51vpLAN92SL._SL500_.jpg,https://www.audible.com/pd/Moonclad-Audiobook/B0F6PXT37Y?qid=1746635684&sr=1-141&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_41
Enchantra,"A Spicy Fantasy Romance (Wicked Games, Book 2)","By:
                                    Kaylie Smith",4.5 out of 5 stars,"By:
                                    Kaylie Smith","Regular price: 

                    $24.95
                

                    or 1 credit","Language:
                                      English",11 hrs and 57 mins,https://m.media-amazon.com/images/I/61J3CzYBfpL._SL500_.jpg,https://www.audible.com/ac/Enchantra-Audiobook/B0F1DHQJT5?qid=1746635684&sr=1-143&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_43
"Magic, Academies & Vampires","The Vampire Vincent, Book 2","By:
                                    Benjamin Kerei",0 out of 5 stars,"By:
                                    Benjamin Kerei","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",17 hrs and 8 mins,https://m.media-amazon.com/images/I/51wtaMazFJL._SL500_.jpg,https://www.audible.com/pd/Magic-Academies-Vampires-Audiobook/B0DR3J21R6?qid=1746635684&sr=1-144&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_44
Royal Dragons 3,"An Epic Fantasy (Kings & Dragons, Book 3)","By:
                                    Marcus Sloss, Jace Cannon",5 out of 5 stars,"By:
                                    Marcus Sloss, Jace Cannon","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",8 hrs and 32 mins,https://m.media-amazon.com/images/I/515NxhQifvL._SL500_.jpg,https://www.audible.com/pd/Royal-Dragons-3-Audiobook/B0F6QJYGDQ?qid=1746635684&sr=1-145&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_45
Citybound,"A Slice of Life, Progression Fantasy (Millennial Mage, Book 9)","By:
                                    J.L. Mullins",5 out of 5 stars,"By:
                                    J.L. Mullins","Regular price: 

                    $24.95
                

                    or 1 credit","Language:
                                      English",19 hrs and 21 mins,https://m.media-amazon.com/images/I/41v4ko2SfoL._SL500_.jpg,https://www.audible.com/pd/Citybound-Audiobook/B0F6DFWLXS?qid=1746635684&sr=1-146&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_46
Waved Away,"A Future Long Ago, Book 2","By:
                                    Will Nesbitt",5 out of 5 stars,"By:
                                    Will Nesbitt","Regular price: 

                    $14.95
                

                    or 1 credit","Language:
                                      English",4 hrs and 37 mins,https://m.media-amazon.com/images/I/51d1dPscqdL._SL500_.jpg,https://www.audible.com/pd/Waved-Away-Audiobook/B0F3BCKYBQ?qid=1746635684&sr=1-149&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_49
The Eye of the Bedlam Bride,"Dungeon Crawler Carl, Book 6","By:
                                    Matt Dinniman",5 out of 5 stars,"By:
                                    Matt Dinniman","Regular price: 

                    $39.95
                

                    or 1 credit","Language:
                                      English",26 hrs and 46 mins,https://m.media-amazon.com/images/I/51qfZAq2J4L._SL500_.jpg,https://www.audible.com/pd/The-Eye-of-the-Bedlam-Bride-Audiobook/B0CDXWSS5D?qid=1746635685&sr=1-153&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_3
The Two Towers,"Lord of the Rings, Book 2","By:
                                    J. R. R. Tolkien",5 out of 5 stars,"By:
                                    J. R. R. Tolkien","Regular price: 

                    $25.79
                

                    or 1 credit","Language:
                                      English",20 hrs and 46 mins,https://m.media-amazon.com/images/I/51EgIMxu00L._SL500_.jpg,https://www.audible.com/pd/The-Two-Towers-Audiobook/1705047580?qid=1746635685&sr=1-154&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_4
Crescent Kingdom,"The Wolves of Crescent Creek, Book 1","By:
                                    Tessa Hale",5 out of 5 stars,"By:
                                    Tessa Hale","Regular price: 

                    $19.95
                

                    or 1 credit","Language:
                                      English",6 hrs and 29 mins,https://m.media-amazon.com/images/I/510egEibTVL._SL500_.jpg,https://www.audible.com/pd/Crescent-Kingdom-Audiobook/B0F2TQXXN9?qid=1746635685&sr=1-155&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_5
Heaven's River,"Bobiverse, Book 4","By:
                                    Dennis E. Taylor",5 out of 5 stars,"By:
                                    Dennis E. Taylor","Regular price: 

                    $39.95
                

                    or 1 credit","Language:
                                      English",16 hrs and 57 mins,https://m.media-amazon.com/images/I/514MNgIFiSL._SL500_.jpg,https://www.audible.com/pd/Heavens-River-Audiobook/B088C4DBYP?qid=1746635685&sr=1-156&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_6
Iron Flame,"Empyrean, Book 2","By:
                                    Rebecca Yarros",5 out of 5 stars,"By:
                                    Rebecca Yarros","Regular price: 

                    $30.09
                

                    or 1 credit","Language:
                                      English",28 hrs and 16 mins,https://m.media-amazon.com/images/I/61ECOUEnoTL._SL500_.jpg,https://www.audible.com/pd/Iron-Flame-Audiobook/B0C9V5SLQQ?qid=1746635685&sr=1-157&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_7
Hunter Ascended,"Star Scrapper, Book 10","By:
                                    J.N. Chaney, Matthew A. Goodwin",0 out of 5 stars,"By:
                                    J.N. Chaney, Matthew A. Goodwin","Regular price: 

                    $19.95
                

                    or 1 credit","Language:
                                      English",7 hrs and 41 mins,https://m.media-amazon.com/images/I/51bkWJQRt7L._SL500_.jpg,https://www.audible.com/pd/Hunter-Ascended-Audiobook/B0F63QB6LC?qid=1746635685&sr=1-158&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_8
The Gate of the Feral Gods,"Dungeon Crawler Carl, Book 4","By:
                                    Matt Dinniman",5 out of 5 stars,"By:
                                    Matt Dinniman","Regular price: 

                    $29.95
                

                    or 1 credit","Language:
                                      English",18 hrs and 3 mins,https://m.media-amazon.com/images/I/51rmyTTWPsL._SL500_.jpg,https://www.audible.com/pd/The-Gate-of-the-Feral-Gods-Audiobook/B09GCYRZRQ?qid=1746635685&sr=1-161&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_11
The Succubi,"Underworld, Book 8","By:
                                    Apollos Thorne",5 out of 5 stars,"By:
                                    Apollos Thorne","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",14 hrs and 28 mins,https://m.media-amazon.com/images/I/51VdZ8dAmZL._SL500_.jpg,https://www.audible.com/pd/The-Succubi-Audiobook/B0F1ZGJ516?qid=1746635685&sr=1-162&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_12
House of Earth and Blood,"Crescent City, Book 1","By:
                                    Sarah J. Maas",5 out of 5 stars,"By:
                                    Sarah J. Maas","Regular price: 

                    $49.95
                

                    or 1 credit","Language:
                                      English",27 hrs and 50 mins,https://m.media-amazon.com/images/I/61ulpSkaMmL._SL500_.jpg,https://www.audible.com/pd/House-of-Earth-and-Blood-Audiobook/B082YHZPTY?qid=1746635685&sr=1-163&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_13
Phantasma,"Spiel um dein Leben, fürchte die Liebe","By:
                                    Kaylie Smith, Diana Bürgel - Übersetzer, Julian Müller - Übersetzer",0 out of 5 stars,"By:
                                    Kaylie Smith, Diana Bürgel - Übersetzer, Julian Müller - Übersetzer","Regular price: 

                    $24.64
                

                    or 1 credit","Language:
                                      German",14 hrs and 4 mins,https://m.media-amazon.com/images/I/61GkDZfPrgL._SL500_.jpg,https://www.audible.com/pd/Phantasma-Audiobook/B0F2GWGZHT?qid=1746635685&sr=1-164&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_14
The Butcher's Masquerade,"Dungeon Crawler Carl, Book 5","By:
                                    Matt Dinniman",5 out of 5 stars,"By:
                                    Matt Dinniman","Regular price: 

                    $34.95
                

                    or 1 credit","Language:
                                      English",23 hrs and 33 mins,https://m.media-amazon.com/images/I/51kOQeaXbAL._SL500_.jpg,https://www.audible.com/pd/The-Butchers-Masquerade-Audiobook/B09ZJ82C7Y?qid=1746635685&sr=1-165&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_15
Crossroads of the Apocalypse,"A Duck & Cover Adventure, Book 5","By:
                                    Benjamin Wallace",0 out of 5 stars,"By:
                                    Benjamin Wallace","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",8 hrs and 30 mins,https://m.media-amazon.com/images/I/51XiAIM38KL._SL500_.jpg,https://www.audible.com/pd/Crossroads-of-the-Apocalypse-Audiobook/B0F5RYZT97?qid=1746635685&sr=1-166&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_16
Rhythm of War,Book Four of the Stormlight Archive,"By:
                                    Brandon Sanderson",5 out of 5 stars,"By:
                                    Brandon Sanderson","Regular price: 

                    $41.24
                

                    or 1 credit","Language:
                                      English",57 hrs and 26 mins,https://m.media-amazon.com/images/I/51+MGwgwVsL._SL500_.jpg,https://www.audible.com/pd/Rhythm-of-War-Audiobook/1250759781?qid=1746635685&sr=1-168&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_18
Star Wars: Trials of the Jedi (The High Republic),"Star Wars: The High Republic, Book 6","By:
                                    Charles Soule",0 out of 5 stars,"By:
                                    Charles Soule","Regular price: 

                    $22.50
                

                    or 1 credit","Language:
                                      English",12 hrs,https://m.media-amazon.com/images/I/51FkJaexUrL._SL500_.jpg,https://www.audible.com/pd/Star-Wars-Trials-of-the-Jedi-The-High-Republic-Audiobook/B0DJHDGC6V?qid=1746635685&sr=1-169&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_19
Golden Son,Book II of the Red Rising Trilogy,"By:
                                    Pierce Brown",5 out of 5 stars,"By:
                                    Pierce Brown","Regular price: 

                    $25.79
                

                    or 1 credit","Language:
                                      English",19 hrs and 3 mins,https://m.media-amazon.com/images/I/514G5+-hXEL._SL500_.jpg,https://www.audible.com/pd/Golden-Son-Audiobook/B00R6S1RCY?qid=1746635685&sr=1-170&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_20
House of Sky and Breath,"Crescent City, Book 2","By:
                                    Sarah J. Maas",5 out of 5 stars,"By:
                                    Sarah J. Maas","Regular price: 

                    $49.95
                

                    or 1 credit","Language:
                                      English",27 hrs and 42 mins,https://m.media-amazon.com/images/I/615X8EMvA4L._SL500_.jpg,https://www.audible.com/pd/House-of-Sky-and-Breath-Audiobook/B09MZPZ1WG?qid=1746635685&sr=1-171&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_21
The Fellowship of the Ring,Book One in The Lord of the Rings Trilogy,"By:
                                    J. R. R. Tolkien",5 out of 5 stars,"By:
                                    J. R. R. Tolkien","Regular price: 

                    $25.79
                

                    or 1 credit","Language:
                                      English",19 hrs and 7 mins,https://m.media-amazon.com/images/I/51eVNlqfveL._SL500_.jpg,https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/B0099RKRTY?qid=1746635685&sr=1-172&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_22
Morning Star,Book III of the Red Rising Trilogy,"By:
                                    Pierce Brown",5 out of 5 stars,"By:
                                    Pierce Brown","Regular price: 

                    $25.79
                

                    or 1 credit","Language:
                                      English",21 hrs and 50 mins,https://m.media-amazon.com/images/I/41uGVHtH2pL._SL500_.jpg,https://www.audible.com/pd/Morning-Star-Audiobook/B019NMZ6FE?qid=1746635685&sr=1-173&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_23
Marauder,"Tower, Book 8","By:
                                    Seth Ring",0 out of 5 stars,"By:
                                    Seth Ring","Regular price: 

                    $23.18
                

                    or 1 credit","Language:
                                      English",13 hrs and 30 mins,https://m.media-amazon.com/images/I/41CzuO6y0tL._SL500_.jpg,https://www.audible.com/pd/Marauder-Audiobook/B0DXQF7V5L?qid=1746635685&sr=1-174&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_24
Fourth Wing (Part 2 of 2) (Dramatized Adaptation),"The Empyrean, Book 1","By:
                                    Rebecca Yarros",5 out of 5 stars,"By:
                                    Rebecca Yarros","Regular price: 

                    $21.49
                

                    or 1 credit","Language:
                                      English",9 hrs and 22 mins,https://m.media-amazon.com/images/I/61gD1HYTRmL._SL500_.jpg,https://www.audible.com/pd/Fourth-Wing-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0CQQ6ZV5J?qid=1746635685&sr=1-177&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_27
River Marked (Dramatized Adaptation),"Mercy Thompson, Book 6","By:
                                    Patricia Briggs",0 out of 5 stars,"By:
                                    Patricia Briggs","Regular price: 

                    $17.19
                

                    or 1 credit","Language:
                                      English",8 hrs,https://m.media-amazon.com/images/I/518momH9B2L._SL500_.jpg,https://www.audible.com/pd/River-Marked-Dramatized-Adaptation-Audiobook/B0F1DL7PX2?qid=1746635685&sr=1-178&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_28
The Lifetree,A LitRPG Adventure,"By:
                                    Hans Ohlsen, Micky Carre",5 out of 5 stars,"By:
                                    Hans Ohlsen, Micky Carre","Regular price: 

                    $48.99
                

                    or 1 credit","Language:
                                      English",17 hrs and 13 mins,https://m.media-amazon.com/images/I/51L3RBQdwwL._SL500_.jpg,https://www.audible.com/pd/The-Lifetree-Audiobook/B0F6YY4QK2?qid=1746635685&sr=1-179&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_29
Fourth Wing (Part 1 of 2) (Dramatized Adaptation),"The Empyrean, Book 1","By:
                                    Rebecca Yarros",5 out of 5 stars,"By:
                                    Rebecca Yarros","Regular price: 

                    $17.19
                

                    or 1 credit","Language:
                                      English",7 hrs and 52 mins,https://m.media-amazon.com/images/I/61i95pK0DoL._SL500_.jpg,https://www.audible.com/pd/Fourth-Wing-Part-1-of-2-Dramatized-Adaptation-Audiobook/B0CKS42KQH?qid=1746635685&sr=1-182&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_32
Metal Slinger,"Fire & Metal, Book 1","By:
                                    Rachel Schneider",0 out of 5 stars,"By:
                                    Rachel Schneider","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",13 hrs and 29 mins,https://m.media-amazon.com/images/I/51vFkchATaL._SL500_.jpg,https://www.audible.com/pd/Metal-Slinger-Audiobook/B0DP3DPZW7?qid=1746635685&sr=1-183&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_33
Words That Hurt You: Mission 14,"Black Ocean: Passage of Time, Book 14","By:
                                    J.S. Morin",5 out of 5 stars,"By:
                                    J.S. Morin","Regular price: 

                    $14.95
                

                    or 1 credit","Language:
                                      English",4 hrs and 22 mins,https://m.media-amazon.com/images/I/51W22BYwccL._SL500_.jpg,https://www.audible.com/pd/Words-That-Hurt-You-Mission-14-Audiobook/B0F1DPT1D1?qid=1746635685&sr=1-185&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_35
Iron Flame (Part 2 of 2) (Dramatized Adaptation),"The Empyrean, Book 2","By:
                                    Rebecca Yarros",5 out of 5 stars,"By:
                                    Rebecca Yarros","Regular price: 

                    $20.00","Language:
                                      English",9 hrs and 27 mins,https://m.media-amazon.com/images/I/61blz4RknUL._SL500_.jpg,https://www.audible.com/pd/Iron-Flame-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0D3R3MTLM?qid=1746635685&sr=1-186&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_36
Wild Scottish Gold,"The Enchanted Highlands, Book 7","By:
                                    Tricia O'Malley",0 out of 5 stars,"By:
                                    Tricia O'Malley","Regular price: 

                    $48.99
                

                    or 1 credit","Language:
                                      English",Not Yet Known,https://m.media-amazon.com/images/I/51ioEJQ+DRL._SL500_.jpg,https://www.audible.com/pd/Wild-Scottish-Gold-Audiobook/B0F2VJS9VG?qid=1746635685&sr=1-187&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_37
Syl: Osmosis,"A Monster Evolution LitRPG Adventure! (Syl, Book 2)","By:
                                    Lunadea",5 out of 5 stars,"By:
                                    Lunadea","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",16 hrs,https://m.media-amazon.com/images/I/51YeTclADnL._SL500_.jpg,https://www.audible.com/pd/Syl-Osmosis-Audiobook/B0F4Y2VM2M?qid=1746635685&sr=1-188&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_38
